"V1","V2","V3","V4","Class"
-2.6479,10.1374,-1.331,-5.4707,1
1.0652,8.3682,-1.4004,-1.6509,1
-1.4275,11.8797,0.41613,-6.9978,1
5.7456,10.1808,-4.7857,-4.3366,1
5.086,3.2798,-1.2701,1.1189,1
3.4092,5.4049,-2.5228,-0.89958,1
-0.2361,9.3221,2.1307,-4.3793,1
3.8197,8.9951,-4.383,-4.0327,1
-1.1391,1.8127,6.9144,0.70127,1
4.9249,0.68906,0.77344,1.2095,1
2.5089,6.841,-0.029423,0.44912,1
-0.2062,9.2207,-3.7044,-6.8103,1
3.946,6.8514,-1.5443,-0.5582,1
-0.278,8.1881,-3.1338,-2.5276,1
1.8592,3.2074,-0.15966,-0.26208,1
0.56953,7.6294,1.5754,-3.2233,1
3.4626,-4.449,3.5427,0.15429,1
3.3951,1.1484,2.1401,2.0862,1
5.0429,-0.52974,0.50439,1.106,1
3.7758,7.1783,-1.5195,0.40128,1
4.6562,7.6398,-2.4243,-1.2384,1
4.0948,-2.9674,2.3689,0.75429,1
1.8384,6.063,0.54723,0.51248,1
2.0153,0.43661,4.5864,-0.3151,1
3.5251,0.7201,1.6928,0.64438,1
3.757,-5.4236,3.8255,-1.2526,1
2.5989,3.5178,0.7623,0.81119,1
1.8994,0.97462,4.2265,0.81377,1
3.6941,-3.9482,4.2625,1.1577,1
4.4295,-2.3507,1.7048,0.90946,1
6.8248,5.2187,-2.5425,0.5461,1
1.8967,-2.5163,2.8093,-0.79742,1
2.1526,-6.1665,8.0831,-0.34355,1
3.3004,7.0811,-1.3258,0.22283,1
2.7213,7.05,-0.58808,0.41809,1
3.8846,-3.0336,2.5334,0.20214,1
4.1665,-0.4449,0.23448,0.27843,1
0.94225,5.8561,1.8762,-0.32544,1
5.1321,-0.031048,0.32616,1.1151,1
0.38251,6.8121,1.8128,-0.61251,1
3.0333,-2.5928,2.3183,0.303,1
2.9233,6.0464,-0.11168,-0.58665,1
1.162,10.2926,-1.2821,-4.0392,1
3.7791,2.5762,1.3098,0.5655,1
0.77765,5.9781,1.1941,-0.3526,1
-0.38388,-1.0471,8.0514,0.49567,1
0.21084,9.4359,-0.094543,-1.859,1
2.9571,-4.5938,5.9068,0.57196,1
4.6439,-3.3729,2.5976,0.55257,1
3.3577,-4.3062,6.0241,0.18274,1
3.5127,2.9073,1.0579,0.40774,1
2.6562,10.7044,-3.3085,-4.0767,1
-1.3612,10.694,1.7022,-2.9026,1
-0.278,8.1881,-3.1338,-2.5276,1
1.04,-6.9321,8.2888,-1.2991,1
2.1881,2.7356,1.3278,-0.1832,1
4.2756,-2.6528,2.1375,0.94437,1
-0.11996,6.8741,0.91995,-0.6694,1
2.9736,8.7944,-3.6359,-1.3754,1
3.7798,-3.3109,2.6491,0.066365,1
5.3586,3.7557,-1.7345,1.0789,1
1.8373,6.1292,0.84027,0.55257,1
1.2262,0.89599,5.7568,-0.11596,1
-0.048008,-0.56078,7.7215,0.453,1
0.5706,-0.024841,1.2421,-0.56208,1
4.3634,0.46351,1.4281,2.0202,1
3.482,-4.1634,3.5008,-0.078462,1
0.51947,-3.2633,3.0895,-0.98492,1
2.3164,-2.628,3.1529,-0.08622,1
-1.8348,11.0334,3.1863,-4.8888,1
1.3754,8.8793,-1.9136,-0.53751,1
-0.16682,5.8974,0.49839,-0.70044,1
0.29961,7.1328,-0.31475,-1.1828,1
0.25035,9.3262,-3.6873,-6.2543,1
2.4673,1.3926,1.7125,0.41421,1
0.77805,6.6424,-1.1425,-1.0573,1
3.4465,2.9508,1.0271,0.5461,1
2.2429,-4.1427,5.2333,-0.40173,1
3.7321,-3.884,3.3577,-0.006049,1
4.3365,-3.584,3.6884,0.74912,1
-2.0759,10.8223,2.6439,-4.837,1
4.0715,7.6398,-2.0824,-1.1698,1
0.76163,5.8209,1.1959,-0.64613,1
-0.53966,7.3273,0.46583,-1.4543,1
2.6213,5.7919,0.065686,-1.5759,1
3.0242,-3.3378,2.5865,-0.54785,1
5.8519,5.3905,-2.4037,-0.061652,1
0.5706,-0.0248,1.2421,-0.5621,1
3.9771,11.1513,-3.9272,-4.3444,1
1.5478,9.1814,-1.6326,-1.7375,1
0.74054,0.36625,2.1992,0.48403,1
0.49571,10.2243,-1.097,-4.0159,1
1.645,7.8612,-0.87598,-3.5569,1
3.6077,6.8576,-1.1622,0.28231,1
3.2403,-3.7082,5.2804,0.41291,1
3.9166,10.2491,-4.0926,-4.4659,1
3.9262,6.0299,-2.0156,-0.065531,1
5.591,10.4643,-4.3839,-4.3379,1
3.7522,-3.6978,3.9943,1.3051,1
1.3114,4.5462,2.2935,0.22541,1
3.7022,6.9942,-1.8511,-0.12889,1
4.364,-3.1039,2.3757,0.78532,1
3.5829,1.4423,1.0219,1.4008,1
4.65,-4.8297,3.4553,-0.25174,1
5.1731,3.9606,-1.983,0.40774,1
3.2692,3.4184,0.20706,-0.066824,1
2.4012,1.6223,3.0312,0.71679,1
1.7257,-4.4697,8.2219,-1.8073,1
4.7965,6.9859,-1.9967,-0.35001,1
4.0962,10.1891,-3.9323,-4.1827,1
2.5559,3.3605,2.0321,0.26809,1
3.4916,8.5709,-3.0326,-0.59182,1
0.5195,-3.2633,3.0895,-0.9849,1
2.9856,7.2673,-0.409,-2.2431,1
4.0932,5.4132,-1.8219,0.23576,1
1.7748,-0.76978,5.5854,1.3039,1
5.2012,0.32694,0.17965,1.1797,1
-0.45062,-1.3678,7.0858,-0.40303,1
4.8451,8.1116,-2.9512,-1.4724,1
0.74841,7.2756,1.1504,-0.5388,1
5.1213,8.5565,-3.3917,-1.5474,1
3.6181,-3.7454,2.8273,-0.71208,1
0.040498,8.5234,1.4461,-3.9306,1
-2.6479,10.1374,-1.331,-5.4707,1
0.37984,0.70975,0.75716,-0.44441,1
-0.95923,0.091039,6.2204,-1.4828,1
2.8672,10.0008,-3.2049,-3.1095,1
1.0182,9.109,-0.62064,-1.7129,1
-2.7143,11.4535,2.1092,-3.9629,1
3.8244,-3.1081,2.4537,0.52024,1
2.7961,2.121,1.8385,0.38317,1
3.5358,6.7086,-0.81857,0.47886,1
-0.7056,8.7241,2.2215,-4.5965,1
4.1542,7.2756,-2.4766,-1.2099,1
0.92703,9.4318,-0.66263,-1.6728,1
1.8216,-6.4748,8.0514,-0.41855,1
-2.4473,12.6247,0.73573,-7.6612,1
3.5862,-3.0957,2.8093,0.24481,1
0.66191,9.6594,-0.28819,-1.6638,1
4.7926,1.7071,-0.051701,1.4926,1
4.9852,8.3516,-2.5425,-1.2823,1
0.75736,3.0294,2.9164,-0.068117,1
4.6499,7.6336,-1.9427,-0.37458,1
-0.023579,7.1742,0.78457,-0.75734,1
0.85574,0.008268,6.6042,-0.53104,1
0.88298,0.66009,6.0096,-0.43277,1
4.0422,-4.391,4.7466,1.137,1
2.2546,8.0992,-0.24877,-3.2698,1
0.38478,6.5989,-0.3336,-0.56466,1
3.1541,-5.1711,6.5991,0.57455,1
2.3969,0.23589,4.8477,1.437,1
4.7114,2.0755,-0.2702,1.2379,1
4.0127,10.1477,-3.9366,-4.0728,1
2.6606,3.1681,1.9619,0.18662,1
3.931,1.8541,-0.023425,1.2314,1
0.01727,8.693,1.3989,-3.9668,1
3.2414,0.40971,1.4015,1.1952,1
2.2504,3.5757,0.35273,0.2836,1
-1.3971,3.3191,-1.3927,-1.9948,2
0.39012,-0.14279,-0.031994,0.35084,2
-1.6677,-7.1535,7.8929,0.96765,2
-3.8483,-12.8047,15.6824,-1.281,2
-3.5681,-8.213,10.083,0.96765,2
-2.2804,-0.30626,1.3347,1.3763,2
-1.7582,2.7397,-2.5323,-2.234,2
-0.89409,3.1991,-1.8219,-2.9452,2
0.3434,0.12415,-0.28733,0.14654,2
-0.9854,-6.661,5.8245,0.5461,2
-2.4115,-9.1359,9.3444,-0.65259,2
-1.5252,-6.2534,5.3524,0.59912,2
-0.61442,-0.091058,-0.31818,0.50214,2
-0.36506,2.8928,-3.6461,-3.0603,2
-5.9034,6.5679,0.67661,-6.6797,2
-1.8215,2.7521,-0.72261,-2.353,2
-0.77461,-1.8768,2.4023,1.1319,2
-1.8187,-9.0366,9.0162,-0.12243,2
-3.5801,-12.9309,13.1779,-2.5677,2
-1.8219,-6.8824,5.4681,0.057313,2
-0.3481,-0.38696,-0.47841,0.62627,2
0.47368,3.3605,-4.5064,-4.0431,2
-3.4083,4.8587,-0.76888,-4.8668,2
-1.6662,-0.30005,1.4238,0.024986,2
-2.0962,-7.1059,6.6188,-0.33708,2
-2.6685,-10.4519,9.1139,-1.7323,2
-0.47465,-4.3496,1.9901,0.7517,2
1.0552,1.1857,-2.6411,0.11033,2
1.1644,3.8095,-4.9408,-4.0909,2
-4.4779,7.3708,-0.31218,-6.7754,2
-2.7338,0.45523,2.4391,0.21766,2
-2.286,-5.4484,5.8039,0.88231,2
-1.6244,-6.3444,4.6575,0.16981,2
0.50813,0.47799,-1.9804,0.57714,2
1.6408,4.2503,-4.9023,-2.6621,2
0.81583,4.84,-5.2613,-6.0823,2
-5.4901,9.1048,-0.38758,-5.9763,2
-3.2238,2.7935,0.32274,-0.86078,2
-2.0631,-1.5147,1.219,0.44524,2
-0.91318,-2.0113,-0.19565,0.066365,2
0.6005,1.9327,-3.2888,-0.32415,2
0.91315,3.3377,-4.0557,-1.6741,2
-0.28015,3.0729,-3.3857,-2.9155,2
-3.6085,3.3253,-0.51954,-3.5737,2
-6.2003,8.6806,0.009134,-3.703,2
-4.2932,3.3419,0.77258,-0.99785,2
-3.0265,-0.062088,0.68604,-0.055186,2
-1.7015,-0.010356,-0.99337,-0.53104,2
-0.64326,2.4748,-2.9452,-1.0276,2
-0.86339,1.9348,-2.3729,-1.0897,2
-2.0659,1.0512,-0.46298,-1.0974,2
-2.1333,1.5685,-0.084261,-1.7453,2
-1.2568,-1.4733,2.8718,0.44653,2
-3.1128,-6.841,10.7402,-1.0172,2
-4.8554,-5.9037,10.9818,-0.82199,2
-2.588,3.8654,-0.3336,-1.2797,2
0.24394,1.4733,-1.4192,-0.58535,2
-1.5322,-5.0966,6.6779,0.17498,2
-4.0025,-13.4979,17.6772,-3.3202,2
-4.0173,-8.3123,12.4547,-1.4375,2
-3.0731,-0.53181,2.3877,0.77627,2
-1.979,3.2301,-1.3575,-2.5819,2
-0.4294,-0.14693,0.044265,-0.15605,2
-2.234,-7.0314,7.4936,0.61334,2
-4.211,-12.4736,14.9704,-1.3884,2
-3.8073,-8.0971,10.1772,0.65084,2
-2.5912,-0.10554,1.2798,1.0414,2
-2.2482,3.0915,-2.3969,-2.6711,2
-1.4427,3.2922,-1.9702,-3.4392,2
-0.39416,-0.020702,-0.066267,-0.44699,2
-1.522,-6.6383,5.7491,-0.10691,2
-2.8267,-9.0407,9.0694,-0.98233,2
-1.7263,-6.0237,5.2419,0.29524,2
-0.94255,0.039307,-0.24192,0.31593,2
-0.89569,3.0025,-3.6067,-3.4457,2
-6.2815,6.6651,0.52581,-7.0107,2
-2.3211,3.166,-1.0002,-2.7151,2
-1.3414,-2.0776,2.8093,0.60688,2
-2.258,-9.3263,9.3727,-0.85949,2
-3.8858,-12.8461,12.7957,-3.1353,2
-1.8969,-6.7893,5.2761,-0.32544,2
-0.52645,-0.24832,-0.45613,0.41938,2
0.009661,3.5612,-4.407,-4.4103,2
-3.8826,4.898,-0.92311,-5.0801,2
-2.1405,-0.16762,1.321,-0.20906,2
-2.4824,-7.3046,6.839,-0.59053,2
-2.9098,-10.0712,8.4156,-1.9948,2
-0.60975,-4.002,1.8471,0.6017,2
0.83625,1.1071,-2.4706,-0.062945,2
0.60731,3.9544,-4.772,-4.4853,2
-4.8861,7.0542,-0.17252,-6.959,2
-3.1366,0.42212,2.6225,-0.064238,2
-2.5754,-5.6574,6.103,0.65214,2
-1.8782,-6.5865,4.8486,-0.021566,2
0.24261,0.57318,-1.9402,0.44007,2
1.296,4.2855,-4.8457,-2.9013,2
0.25943,5.0097,-5.0394,-6.3862,2
-5.873,9.1752,-0.27448,-6.0422,2
-3.4605,2.6901,0.16165,-1.0224,2
-2.3797,-1.4402,1.1273,0.16076,2
-1.2424,-1.7175,-0.52553,-0.21036,2
0.20216,1.9182,-3.2828,-0.61768,2
0.59823,3.5012,-3.9795,-1.7841,2
-0.77995,3.2322,-3.282,-3.1004,2
-4.1409,3.4619,-0.47841,-3.8879,2
-6.5084,8.7696,0.23191,-3.937,2
-4.4996,3.4288,0.56265,-1.1672,2
-3.3125,0.10139,0.55323,-0.2957,2
-1.9423,0.3766,-1.2898,-0.82458,2
-0.75793,2.5349,-3.0464,-1.2629,2
-0.95403,1.9824,-2.3163,-1.1957,2
-2.2173,1.4671,-0.72689,-1.1724,2
-2.799,1.9679,-0.42357,-2.1125,2
-1.8629,-0.84841,2.5377,0.097399,2
-3.5916,-6.2285,10.2389,-1.1543,2
-5.1216,-5.3118,10.3846,-1.0612,2
-3.2854,4.0372,-0.45356,-1.8228,2
-0.56877,1.4174,-1.4252,-1.1246,2
-2.3518,-4.8359,6.6479,-0.060358,2
-4.4861,-13.2889,17.3087,-3.2194,2
-4.3876,-7.7267,11.9655,-1.4543,2
-3.3604,-0.32696,2.1324,0.6017,2
-1.0112,2.9984,-1.1664,-1.6185,2
0.030219,-1.0512,1.4024,0.77369,2
-1.6514,-8.4985,9.1122,1.2379,2
-3.2692,-12.7406,15.5573,-0.14182,2
-2.5701,-6.8452,8.9999,2.1353,2
-1.3066,0.25244,0.7623,1.7758,2
-1.6637,3.2881,-2.2701,-2.2224,2
-0.55008,2.8659,-1.6488,-2.4319,2
0.21431,-0.69529,0.87711,0.29653,2
-0.77288,-7.4473,6.492,0.36119,2
-1.8391,-9.0883,9.2416,-0.10432,2
-0.63298,-5.1277,4.5624,1.4797,2
0.004055,0.62905,-0.64121,0.75817,2
-0.28696,3.1784,-3.5767,-3.1896,2
-5.2406,6.6258,-0.19908,-6.8607,2
-1.4446,2.1438,-0.47241,-1.6677,2
-0.65767,-2.8018,3.7115,0.99739,2
-1.5449,-10.1498,9.6152,-1.2332,2
-2.8957,-12.0205,11.9149,-2.7552,2
-0.81479,-5.7381,4.3919,0.3211,2
0.50225,0.65388,-1.1793,0.39998,2
0.74521,3.6357,-4.4044,-4.1414,2
-2.9146,4.0537,-0.45699,-4.0327,2
-1.3907,-1.3781,2.3055,-0.021566,2
-1.786,-8.1157,7.0858,-1.2112,2
-1.7322,-9.2828,7.719,-1.7168,2
0.55298,-3.4619,1.7048,1.1008,2
2.031,1.852,-3.0121,0.003003,2
1.2279,4.0309,-4.6435,-3.9125,2
-4.2249,6.2699,0.15822,-5.5457,2
-2.5346,-0.77392,3.3602,0.00171,2
-1.749,-6.332,6.0987,0.14266,2
-0.539,-5.167,3.4399,0.052141,2
1.5631,0.89599,-1.9702,0.65472,2
2.3917,4.5565,-4.9888,-2.8987,2
0.89512,4.7738,-4.8431,-5.5909,2
-5.4808,8.1819,0.27818,-5.0323,2
-2.8833,1.7713,0.68946,-0.4638,2
-1.4174,-2.2535,1.518,0.61981,2
0.4283,-0.94981,-1.0731,0.3211,2
1.5904,2.2121,-3.1183,-0.11725,2
1.7425,3.6833,-4.0129,-1.7207,2
-0.23356,3.2405,-3.0669,-2.7784,2
-3.6227,3.9958,-0.35845,-3.9047,2
-6.1536,7.9295,0.61663,-3.2646,2
-3.9172,2.6652,0.78886,-0.7819,2
-2.2214,-0.23798,0.56008,0.05602,2
-0.49241,0.89392,-1.6283,-0.56854,2
0.26517,2.4066,-2.8416,-0.59958,2
-0.10234,1.8189,-2.2169,-0.56725,2
-1.6176,1.0926,-0.35502,-0.59958,2
-1.8448,1.254,0.27218,-1.0728,2
-1.2786,-2.4087,4.5735,0.47627,2
-2.902,-7.6563,11.8318,-0.84268,2
-4.3773,-5.5167,10.939,-0.4082,2
-2.0529,3.8385,-0.79544,-1.2138,2
0.18868,0.70148,-0.51182,0.005589,2
-1.7279,-6.841,8.9494,0.68058,2
-3.3793,-13.7731,17.9274,-2.0323,2
-3.1273,-7.1121,11.3897,-0.083634,2
-2.121,-0.05588,1.949,1.353,2
-1.7697,3.4329,-1.2144,-2.3789,2
-0.001285,0.13863,-0.19651,0.008175,2
-1.682,-6.8121,7.1398,1.3323,2
-3.4917,-12.1736,14.3689,-0.61639,2
-3.1158,-8.6289,10.4403,0.97153,2
-2.0891,-0.48422,1.704,1.7435,2
-1.6936,2.7852,-2.1835,-1.9276,2
-1.2846,3.2715,-1.7671,-3.2608,2
-0.092194,0.39315,-0.32846,-0.13794,2
-1.0292,-6.3879,5.5255,0.79955,2
-2.2083,-9.1069,8.9991,-0.28406,2
-1.0744,-6.3113,5.355,0.80472,2
-0.51003,-0.23591,0.020273,0.76334,2
-0.36372,3.0439,-3.4816,-2.7836,2
-6.3979,6.4479,1.0836,-6.6176,2
-2.2501,3.3129,-0.88369,-2.8974,2
-1.1859,-1.2519,2.2635,0.77239,2
-1.8076,-8.8131,8.7086,-0.21682,2
-3.3863,-12.9889,13.0545,-2.7202,2
-1.4106,-7.108,5.6454,0.31335,2
-0.21394,-0.68287,0.096532,1.1965,2
0.48797,3.5674,-4.3882,-3.8116,2
-3.8167,5.1401,-0.65063,-5.4306,2
-1.9555,0.20692,1.2473,-0.3707,2
-2.1786,-6.4479,6.0344,-0.20777,2
-2.3299,-9.9532,8.4756,-1.8733,2
0.00312,-4.0061,1.7956,0.91722,2
1.3518,1.0595,-2.3437,0.39998,2
1.2309,3.8923,-4.8277,-4.0069,2
-5.0301,7.5032,-0.13396,-7.5034,2
-3.0799,0.60836,2.7039,-0.23751,2
-2.2987,-5.227,5.63,0.91722,2
-1.239,-6.541,4.8151,-0.033204,2
0.75896,0.29176,-1.6506,0.83834,2
1.6799,4.2068,-4.5398,-2.3931,2
0.63655,5.2022,-5.2159,-6.1211,2
-6.0598,9.2952,-0.43642,-6.3694,2
-3.518,2.8763,0.1548,-1.2086,2
-2.0336,-1.4092,1.1582,0.36507,2
-0.69745,-1.7672,-0.34474,-0.12372,2
0.75108,1.9161,-3.1098,-0.20518,2
0.84546,3.4826,-3.6307,-1.3961,2
-0.55648,3.2136,-3.3085,-2.7965,2
-3.6817,3.2239,-0.69347,-3.4004,2
-6.7526,8.8172,-0.061983,-3.725,2
-4.577,3.4515,0.66719,-0.94742,2
-2.9883,0.31245,0.45041,0.068951,2
-1.4781,0.14277,-1.1622,-0.48579,2
-0.46651,2.3383,-2.9812,-1.0431,2
-0.8734,1.6533,-2.1964,-0.78061,2
-2.1234,1.1815,-0.55552,-0.81165,2
-2.3142,2.0838,-0.46813,-1.6767,2
-1.4233,-0.98912,2.3586,0.39481,2
-3.0866,-6.6362,10.5405,-0.89182,2
-4.7331,-6.1789,11.388,-1.0741,2
-2.8829,3.8964,-0.1888,-1.1672,2
-0.036127,1.525,-1.4089,-0.76121,2
-1.7104,-4.778,6.2109,0.3974,2
-3.8203,-13.0551,16.9583,-2.3052,2
-3.7181,-8.5089,12.363,-0.95518,2
-2.899,-0.60424,2.6045,1.3776,2
-0.98193,2.7956,-1.2341,-1.5668,2
-0.17296,-1.1816,1.3818,0.7336,2
-1.9409,-8.6848,9.155,0.94049,2
-3.5713,-12.4922,14.8881,-0.47027,2
-2.9915,-6.6258,8.6521,1.8198,2
-1.8483,0.31038,0.77344,1.4189,2
-2.2677,3.2964,-2.2563,-2.4642,2
-0.50816,2.868,-1.8108,-2.2612,2
0.14329,-1.0885,1.0039,0.48791,2
-0.90784,-7.9026,6.7807,0.34179,2
-2.0042,-9.3676,9.3333,-0.10303,2
-0.93587,-5.1008,4.5367,1.3866,2
-0.40804,0.54214,-0.52725,0.6586,2
-0.8172,3.3812,-3.6684,-3.456,2
-4.8392,6.6755,-0.24278,-6.5775,2
-1.2792,2.1376,-0.47584,-1.3974,2
-0.66008,-3.226,3.8058,1.1836,2
-1.7713,-10.7665,10.2184,-1.0043,2
-3.0061,-12.2377,11.9552,-2.1603,2
-1.1022,-5.8395,4.5641,0.68705,2
0.11806,0.39108,-0.98223,0.42843,2
0.11686,3.735,-4.4379,-4.3741,2
-2.7264,3.9213,-0.49212,-3.6371,2
-1.2369,-1.6906,2.518,0.51636,2
-1.8439,-8.6475,7.6796,-0.66682,2
-1.8554,-9.6035,7.7764,-0.97716,2
0.16358,-3.3584,1.3749,1.3569,2
1.5077,1.9596,-3.0584,-0.12243,2
0.67886,4.1199,-4.569,-4.1414,2
-3.9934,5.8333,0.54723,-4.9379,2
-2.3898,-0.78427,3.0141,0.76205,2
-1.7976,-6.7686,6.6753,0.89912,2
-0.70867,-5.5602,4.0483,0.903,2
1.0194,1.1029,-2.3,0.59395,2
1.7875,4.78,-5.1362,-3.2362,2
0.27331,4.8773,-4.9194,-5.8198,2
-5.1661,8.0433,0.044265,-4.4983,2
-2.7028,1.6327,0.83598,-0.091393,2
-1.4904,-2.2183,1.6054,0.89394,2
-0.014902,-1.0243,-0.94024,0.64955,2
0.88992,2.2638,-3.1046,-0.11855,2
1.0637,3.6957,-4.1594,-1.9379,2
-0.8471,3.1329,-3.0112,-2.9388,2
-3.9594,4.0289,-0.35845,-3.8957,2
-5.8818,7.6584,0.5558,-2.9155,2
-3.7747,2.5162,0.83341,-0.30993,2
-2.4198,-0.24418,0.70146,0.41809,2
-0.83535,0.80494,-1.6411,-0.19225,2
-0.30432,2.6528,-2.7756,-0.65647,2
-0.60254,1.7237,-2.1501,-0.77027,2
-2.1059,1.1815,-0.53324,-0.82716,2
-2.0441,1.2271,0.18564,-1.091,2
-1.5621,-2.2121,4.2591,0.27972,2
-3.2305,-7.2135,11.6433,-0.94613,2
-4.8426,-4.9932,10.4052,-0.53104,2
-2.3147,3.6668,-0.6969,-1.2474,2
-0.11716,0.60422,-0.38587,-0.059065,2
-2.0066,-6.719,9.0162,0.099985,2
-3.6961,-13.6779,17.5795,-2.6181,2
-3.6012,-6.5389,10.5234,-0.48967,2
-2.6286,0.18002,1.7956,0.97282,2
-0.82601,2.9611,-1.2864,-1.4647,2
0.31803,-0.99326,1.0947,0.88619,2
-1.4454,-8.4385,8.8483,0.96894,2
-3.1423,-13.0365,15.6773,-0.66165,2
-2.5373,-6.959,8.8054,1.5289,2
-1.366,0.18416,0.90539,1.5806,2
-1.7064,3.3088,-2.2829,-2.1978,2
-0.41965,2.9094,-1.7859,-2.2069,2
0.37637,-0.82358,0.78543,0.74524,2
-0.55355,-7.9233,6.7156,0.74394,2
-1.6001,-9.5828,9.4044,0.081882,2
-0.37013,-5.554,4.7749,1.547,2
0.12126,0.22347,-0.47327,0.97024,2
-0.27068,3.2674,-3.5562,-3.0888,2
-5.119,6.6486,-0.049987,-6.5206,2
-1.3946,2.3134,-0.44499,-1.4905,2
-0.69879,-3.3771,4.1211,1.5043,2
-1.48,-10.5244,9.9176,-0.5026,2
-2.6649,-12.813,12.6689,-1.9082,2
-0.62684,-6.301,4.7843,1.106,2
0.518,0.25865,-0.84085,0.96118,2
0.64376,3.764,-4.4738,-4.0483,2
-2.9821,4.1986,-0.5898,-3.9642,2
-1.4628,-1.5706,2.4357,0.49826,2
-1.7101,-8.7903,7.9735,-0.45475,2
-1.5572,-9.8808,8.1088,-1.0806,2
0.74428,-3.7723,1.6131,1.5754,2
2.0177,1.7982,-2.9581,0.2099,2
1.164,3.913,-4.5544,-3.8672,2
-4.3667,6.0692,0.57208,-5.4668,2
-2.5919,-1.0553,3.8949,0.77757,2
-1.8046,-6.8141,6.7019,1.1681,2
-0.71868,-5.7154,3.8298,1.0233,2
1.4378,0.66837,-2.0267,1.0271,2
2.1943,4.5503,-4.976,-2.7254,2
0.7376,4.8525,-4.7986,-5.6659,2
-5.637,8.1261,0.13081,-5.0142,2
-3.0193,1.7775,0.73745,-0.45346,2
-1.6706,-2.09,1.584,0.71162,2
-0.1269,-1.1505,-0.95138,0.57843,2
1.2198,2.0982,-3.1954,0.12843,2
1.4501,3.6067,-4.0557,-1.5966,2
-0.40857,3.0977,-2.9607,-2.6892,2
-3.8952,3.8157,-0.31304,-3.8194,2
-6.3679,8.0102,0.4247,-3.2207,2
-4.1429,2.7749,0.68261,-0.71984,2
-2.6864,-0.097265,0.61663,0.061192,2
-1.0555,0.79459,-1.6968,-0.46768,2
-0.29858,2.4769,-2.9512,-0.66165,2
-0.49948,1.7734,-2.2469,-0.68104,2
-1.9881,0.99945,-0.28562,-0.70044,2
-1.9389,1.5706,0.045979,-1.122,2
-1.4375,-1.8624,4.026,0.55127,2
-3.1875,-7.5756,11.8678,-0.57889,2
-4.6765,-5.6636,10.969,-0.33449,2
-2.0285,3.8468,-0.63435,-1.175,2
0.26637,0.73252,-0.67891,0.03533,2
-1.7589,-6.4624,8.4773,0.31981,2
-3.5985,-13.6593,17.6052,-2.4927,2
-3.3582,-7.2404,11.4419,-0.57113,2
-2.3629,-0.10554,1.9336,1.1358,2
-2.1802,3.3791,-1.2256,-2.6621,2
-0.40951,-0.15521,0.060545,-0.088807,2
-2.2918,-7.257,7.9597,0.9211,2
-4.0214,-12.8006,15.6199,-0.95647,2
-3.3884,-8.215,10.3315,0.98187,2
-2.0046,-0.49457,1.333,1.6543,2
-1.7063,2.7956,-2.378,-2.3491,2
-1.6386,3.3584,-1.7302,-3.5646,2
-0.41645,0.32487,-0.33617,-0.36036,2
-1.5877,-6.6072,5.8022,0.31593,2
-2.5961,-9.349,9.7942,-0.28018,2
-1.5228,-6.4789,5.7568,0.87325,2
-0.53072,-0.097265,-0.21793,1.0426,2
-0.49081,2.8452,-3.6436,-3.1004,2
-6.5773,6.8017,0.85483,-7.5344,2
-2.4621,2.7645,-0.62578,-2.8573,2
-1.3995,-1.9162,2.5154,0.59912,2
-2.3221,-9.3304,9.233,-0.79871,2
-3.73,-12.9723,12.9817,-2.684,2
-1.6988,-7.1163,5.7902,0.16723,2
-0.26654,-0.64562,-0.42014,0.89136,2
0.33325,3.3108,-4.5081,-4.012,2
-4.2091,4.7283,-0.49126,-5.2159,2
-2.3142,-0.68494,1.9833,-0.44829,2
-2.4835,-7.4494,6.8964,-0.64484,2
-2.7611,-10.5099,9.0239,-1.9547,2
-0.36025,-4.449,2.1067,0.94308,2
1.0117,0.9022,-2.3506,0.42714,2
0.96708,3.8426,-4.9314,-4.1323,2
-5.2049,7.259,0.070827,-7.3004,2
-3.3203,-0.02691,2.9618,-0.44958,2
-2.565,-5.7899,6.0122,0.046968,2
-1.5951,-6.572,4.7689,-0.94354,2
0.7049,0.17174,-1.7859,0.36119,2
1.7331,3.9544,-4.7412,-2.5017,2
0.6818,4.8504,-5.2133,-6.1043,2
-6.3364,9.2848,0.014275,-6.7844,2
-3.8053,2.4273,0.6809,-1.0871,2
-2.1979,-2.1252,1.7151,0.45171,2
-0.87874,-2.2121,-0.051701,0.099985,2
0.74067,1.7299,-3.1963,-0.1457,2
0.98296,3.4226,-3.9692,-1.7116,2
-0.3489,3.1929,-3.4054,-3.1832,2
-3.8552,3.5219,-0.38415,-3.8608,2
-6.9599,8.9931,0.2182,-4.572,2
-4.7462,3.1205,1.075,-1.2966,2
-3.2051,-0.14279,0.97565,0.045675,2
-1.7549,-0.080711,-0.75774,-0.3707,2
-0.59587,2.4811,-2.8673,-0.89828,2
-0.89542,2.0279,-2.3652,-1.2746,2
-2.0754,1.2767,-0.64206,-1.2642,2
-3.2778,1.8023,0.1805,-2.3931,2
-2.2183,-1.254,2.9986,0.36378,2
-3.5895,-6.572,10.5251,-0.16381,2
-5.0477,-5.8023,11.244,-0.3901,2
-3.5741,3.944,-0.07912,-2.1203,2
-0.7351,1.7361,-1.4938,-1.1582,2
-2.2617,-4.7428,6.3489,0.11162,2
-4.244,-13.0634,17.1116,-2.8017,2
-4.0218,-8.304,12.555,-1.5099,2
-3.0201,-0.67253,2.7056,0.85774,2
