"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14"
-1,1,-0.533835,-0.071429,0,-0.846154,0.75,-0.964912,-1,-1,-1,-1,0,-0.772,-1
-1,-1,-0.904662,-0.964286,0,-0.692308,-0.25,-0.988421,-1,1,-0.820896,1,0,-0.76,-0.9993
-1,-1,-0.932331,-0.988214,0,-0.230769,-0.25,-0.929825,-1,1,-0.940299,1,0,-0.68,-0.99998
1,1,0.393384,0.035714,0,-1,-1,0.263158,1,1,-0.552239,1,0,-1,-0.98
1,1,-0.571429,-0.857143,0,-0.538462,0.75,-0.707719,1,1,-0.940299,1,0,-0.819,-1
1,1,-0.165414,-0.89,0,-0.692308,0,-0.754386,-1,-1,-1,-1,0,-0.784,-1
-1,1,-0.689323,-0.357143,0,-0.230769,-0.25,-0.982456,-1,-1,-1,1,0,-1,-1
-1,1,-0.676692,-0.0475,-1,-0.230769,-0.25,-0.997193,-1,-1,-1,1,0,-0.88,-0.9905
1,1,-0.368421,0.071429,0,0.692308,0.5,-0.622807,1,1,-0.731343,1,0,-1,-0.99732
-1,1,-0.400902,-0.910714,0,0.230769,-0.25,-0.918246,-1,-1,-1,-1,0,-0.88,-1
1,-1,-0.185564,-0.285714,0,0.538462,0.75,-0.877193,1,-1,-1,-1,0,-0.971,-0.98326
1,1,-0.799399,-0.868929,0,0.076923,-0.25,-0.842105,1,1,-0.970149,-1,0,-0.9,-0.997
1,1,-0.285714,-0.919643,-1,-0.846154,-0.25,-0.894737,-1,-1,-1,1,0,-0.569,-1
1,1,0.045113,-0.696429,0,-0.076923,-0.25,-0.991228,1,-1,-1,1,0,-0.775,-1
-1,1,-0.721805,-0.946429,0,-0.076923,-0.25,-0.964912,-1,-1,-1,1,-1,-0.68,-1
-1,1,-0.360902,-0.758929,0,0.076923,0.75,-0.418246,-1,-1,-1,1,0,-1,-1
-1,1,-0.922406,-0.803571,0,-0.230769,-0.25,-0.953333,-1,1,-0.970149,-1,0,-0.92,-0.99958
1,1,-0.731729,-0.25,0,0.538462,0.75,-0.906316,1,-1,-1,-1,0,-0.9,-1
-1,-1,-0.759399,-0.160714,0,0.076923,-0.25,-0.982456,-1,-1,-1,1,0,-0.82,-1
1,-1,-0.659248,-0.818571,-1,-0.230769,-0.25,-0.982456,1,-1,-1,1,0,-0.63,-1
1,1,-0.320902,-0.848214,-1,0.230769,-0.25,-0.994035,1,1,-0.970149,-1,0,-0.95,-0.97626
-1,-1,-0.553985,-0.732143,0,0.076923,-0.25,-0.982456,-1,1,-0.970149,1,0,-0.96,-0.99692
-1,1,-0.746767,-0.133929,0,0.076923,-0.25,-0.765965,-1,1,-0.940299,1,0,-0.82,-0.99654
1,1,-0.385865,-0.89,0,0.846154,-0.25,-0.89193,1,1,-0.970149,1,0,-0.48,0
-1,1,-0.360902,-0.821429,0,-0.692308,-0.25,-0.929825,-1,-1,-1,1,0,-0.79,-1
-1,1,-0.553985,-0.741071,0,-0.230769,-0.25,-0.982456,-1,-1,-1,1,0,-0.9,-1
-1,-1,-0.836993,-0.613214,0,-0.692308,0.75,-0.979649,-1,-1,-1,-1,0,-0.92,-0.99032
1,1,-0.714286,-0.928571,0,0.076923,-0.25,-0.941404,1,-1,-1,-1,-1,-0.7,-1
-1,1,-0.917293,-0.991071,0,0.076923,-0.25,-0.988421,-1,-1,-1,-1,0,-0.868,-1
1,-1,-0.809624,-0.991071,0,0.538462,-0.25,-0.929825,-1,1,-0.970149,-1,0,-0.76,-0.98464
1,1,-0.741955,-0.214286,0,0.230769,-0.25,-0.859649,1,1,-0.970149,-1,0,-0.92,-0.99444
-1,1,-0.390977,-0.636786,-1,-0.692308,0,-0.92386,-1,-1,-1,1,0,-0.52,-1
-1,-1,0.303158,-0.976071,0,-0.692308,0,-0.929825,1,-1,-1,1,0,-0.748,-0.95606
-1,1,-0.924812,-0.940357,0,-0.076923,-0.25,-0.994035,1,-1,-1,-1,-1,-0.8,-1
1,1,-0.426165,-0.821429,0,0.846154,0.75,-0.807018,1,1,-0.820896,-1,0,-0.84,-0.95856
1,1,0.037594,0.791786,0,0.230769,-0.25,-0.877193,1,1,-0.910448,-1,0,-0.88,-0.99972
-1,1,-0.385865,-0.803571,0,-0.692308,0,-0.824561,-1,-1,-1,1,0,-0.768,-0.996
-1,1,-0.862256,-0.913571,-1,0.384615,-0.75,-1,-1,-1,-1,-1,0,-0.9,-1
-1,1,-0.082707,-0.964286,0,-0.076923,-0.25,-0.245614,1,-1,-1,-1,-1,-0.6,-1
-1,1,-0.243008,-0.875,0,-0.538462,-0.25,-0.964912,-1,-1,-1,1,0,-0.7,-0.99996
-1,1,-0.463759,-0.946429,-1,-0.230769,-0.25,-0.754386,-1,-1,-1,1,0,-0.68,-1
1,1,-0.659248,-0.877857,0,1,-0.25,-0.883158,1,1,-0.970149,1,0,-0.605,-0.9996
1,1,0.553985,-0.214286,0,0.384615,1,0.403509,1,1,-0.791045,1,0,-0.978,-1
1,1,-0.170526,-1,0,0.076923,0,0.052632,1,-1,-1,-1,0,-1,-1
-1,1,-0.473684,-0.919643,0,-1,-1,-1,-1,1,-0.970149,-1,0,-0.904,-0.99962
-1,-1,-0.308271,-0.663571,0,-1,-1,-1,-1,-1,-1,-1,0,-0.84,-1
-1,1,-0.441203,-0.464286,0,0.384615,0,-0.888772,1,-1,-1,1,-1,-0.58,-1
-1,-1,-0.453534,-0.776786,0,-1,-1,-0.786667,-1,1,-0.940299,1,0,-0.8,-0.99992
1,1,-0.666767,-0.803571,0,0.076923,-0.25,-0.842105,1,1,-0.820896,-1,0,-0.816,-0.988
1,1,-0.754286,-0.961429,-1,1,-0.25,-0.997193,1,1,-0.970149,1,0,-0.16,-0.99882
1,1,-0.383459,-0.785714,0,0.846154,0.75,-0.479649,1,-1,-1,1,0,-1,-1
-1,1,0.145263,-0.785714,-1,-1,-1,-0.894737,-1,-1,-1,-1,0,-0.82,-0.99992
-1,-1,-0.46406,-0.892857,0,-1,-1,-1,-1,1,-0.940299,1,0,-0.8,-0.9979
-1,1,-0.258045,-0.949643,0,0.076923,-0.25,-0.973684,-1,1,-0.940299,-1,0,-0.775,-0.99
1,1,-0.235489,-0.877857,0,1,-0.25,-0.991228,1,1,-0.850746,1,0,-0.52,-1
-1,1,-0.867068,-0.824286,0,0.076923,0.5,-0.932632,-1,1,-0.940299,1,0,-0.84,-0.98826
1,1,-0.240602,-0.642857,0,0.846154,-0.25,-0.754386,1,1,-0.701493,1,0,-1,-1
-1,1,-0.81203,-0.211071,0,0.076923,-0.25,-0.859649,-1,-1,-1,1,0,-0.864,-1
-1,1,-0.428571,-0.833214,0,-0.846154,0.75,-0.596491,-1,-1,-1,1,0,-0.708,-1
-1,1,-0.854737,-0.592143,0,-0.846154,-0.25,-0.962105,-1,-1,-1,-1,0,-0.88,-1
-1,-1,-0.937444,-0.455357,0,0.538462,-0.25,-0.991228,-1,1,-0.970149,1,0,-1,-0.9968
1,1,-0.230677,-0.580357,0,0.846154,0.75,-0.298246,1,1,-0.58209,1,0,-0.601,-1
-1,-1,-0.824662,-0.9525,0,0.230769,-0.25,-0.883158,-1,-1,-1,-1,0,-0.78,-0.9999
1,1,-0.77203,-0.25,0,0.076923,-0.25,-0.789474,1,-1,-1,1,0,-1,-1
-1,-1,-0.731729,-0.946429,0,0.076923,-0.25,-0.859649,-1,1,-0.940299,1,0,-0.8,-0.99212
-1,1,-0.641504,-0.767857,0,0.076923,0.75,-0.839298,-1,1,-0.970149,1,0,-0.584,-0.99958
-1,1,-0.779549,-0.279643,-1,0.384615,0.75,-0.912281,-1,-1,-1,-1,0,-0.74,-1
-1,-1,0.06015,-0.892857,0,-0.384615,-0.5,-1,1,-1,-1,1,0,-0.9,-0.99946
-1,1,-0.79188,-0.622143,0,0.538462,-0.25,-0.973684,1,1,-0.970149,-1,0,-0.84,-1
1,-1,-0.821955,-0.985,0,0.538462,0.75,-0.979649,1,1,-0.671642,-1,0,-0.92,-0.99802
1,1,-0.756993,-0.982143,0,-0.846154,0.75,-0.953333,1,-1,-1,1,0,-1,-1
-1,1,-0.606617,-0.961429,0,-0.538462,-1,-1,-1,-1,-1,-1,0,-0.9,-1
-1,-1,-0.253233,-0.642857,0,0.846154,-0.25,-0.052632,1,-1,-1,1,0,-0.02,-1
1,-1,0.092632,-0.104286,0,-0.230769,-0.25,-0.839298,1,1,-0.910448,1,0,-0.844,-1
-1,-1,-0.93985,-0.973214,0,0.076923,-0.25,-0.929825,-1,-1,-1,-1,0,-0.88,-0.99964
1,-1,-0.676692,-0.089286,0,0.076923,0,-0.666667,1,1,-0.940299,-1,0,-0.927,-0.99112
1,1,-0.781955,-0.657857,-1,0.230769,-0.25,-0.842105,1,1,-0.970149,1,0,-0.92,-0.994
1,1,-0.749474,-0.214286,0,0.846154,-0.25,-0.953333,1,-1,-1,-1,0,-0.9,-1
1,1,0.22797,-0.3275,0,-1,-1,0.011579,1,1,-0.671642,1,0,-0.97,-0.994
1,1,-0.869774,-0.607143,0,-0.538462,-0.25,-0.964912,1,-1,-1,-1,0,-0.92,-1
1,1,-0.310677,-0.684643,-1,-0.538462,-0.25,-0.982456,1,1,-0.701493,1,0,-0.68,-1
1,1,-0.265564,-0.276786,0,1,-0.25,-0.824561,1,1,-0.820896,-1,0,-0.48,-0.99608
-1,1,-0.756993,-0.89,0,-0.538462,-0.25,-0.994035,-1,-1,-1,1,0,-0.644,-1
-1,-1,0.14797,-0.535714,0,-0.692308,0,-0.783509,-1,-1,-1,1,0,-0.927,-1
-1,1,-0.746767,-0.839286,0,-0.692308,-0.25,-0.991228,-1,-1,-1,-1,0,-0.84,-0.9998
-1,1,0.163008,-0.892857,0,-0.846154,-0.25,-0.736842,-1,-1,-1,1,0,-1,-0.993
1,-1,0.418647,-0.642857,0,-0.230769,-0.25,-0.719298,1,1,-0.880597,-1,0,-1,-0.99802
1,1,-0.806917,-0.598214,0,0.230769,-0.25,-0.88,1,-1,-1,-1,-1,-0.88,-1
1,1,-0.714286,-0.714286,0,0.076923,0,-0.982456,1,-1,-1,1,0,-0.84,-1
-1,1,-0.325714,-0.97,-1,0.230769,-0.25,-0.979649,-1,-1,-1,1,0,-0.691,-0.99996
-1,-1,-0.142857,-0.875,-1,0.076923,-0.25,-1,-1,-1,-1,1,0,-0.85,-0.99998
-1,1,-0.704361,-0.940357,0,-0.692308,0.75,-0.994035,-1,-1,-1,1,0,-0.78,-0.9999
1,-1,-0.330827,-0.928571,0,0.076923,-0.25,-0.859649,1,1,-0.671642,-1,0,-1,-0.99088
-1,1,-0.223158,-0.642857,0,-1,-1,-1,-1,1,-0.940299,-1,0,-0.983,-0.99998
1,-1,-0.847218,-0.684643,-1,0.076923,0.75,-0.789474,1,-1,-1,-1,0,-0.76,-1
-1,1,-0.593985,-0.955357,0,-0.230769,-0.25,-0.96807,1,-1,-1,1,0,-0.8,-1
-1,1,-0.438496,-0.785714,0,-0.846154,-0.25,-0.988421,-1,-1,-1,1,0,-0.88,-1
-1,1,-0.829474,-0.892857,-1,0.846154,-0.25,-0.859649,1,-1,-1,1,0,-0.9,-0.9996
1,-1,-0.734436,-0.232143,0,0.538462,-0.25,-0.970877,1,1,-0.850746,1,0,-1,-0.9888
1,1,-0.212932,-0.556429,0,0.538462,-0.25,-0.997193,1,1,-0.970149,-1,0,-0.8,-0.994
1,1,-0.731729,-0.988214,0,0.076923,-0.5,-0.842105,-1,-1,-1,1,-1,-1,-1
1,-1,-0.709173,-0.943571,-1,0.538462,-0.25,-0.894737,1,1,-0.940299,1,0,-0.92,-0.992
1,-1,-0.511278,-0.622143,0,0.384615,-0.75,-0.842105,1,1,-0.850746,1,0,-0.901,-0.99
1,-1,-0.200601,-0.461429,-1,0.538462,0.75,-0.438597,1,1,-0.58209,-1,0,-1,-0.954
1,-1,-0.308271,-0.633929,0,0.384615,-0.25,-0.649123,1,-1,-1,1,0,-1,-0.92
-1,1,-0.481203,-0.851071,0,0.076923,-0.25,-0.994035,-1,-1,-1,-1,0,-0.7,-1
1,-1,-0.656541,-0.794643,0,1,0.75,-0.938597,1,-1,-1,-1,0,-0.64,-1
-1,1,-0.588872,-0.107143,0,-0.230769,0,-0.982456,-1,-1,-1,1,0,-0.28,-1
1,1,-0.46406,-0.714286,0,1,-0.25,-0.649123,1,1,-0.910448,1,0,-0.71,-0.95442
-1,1,-0.388571,-0.535714,0,-0.230769,-0.25,-0.991228,1,-1,-1,1,0,-0.557,-1
-1,1,-0.749474,-0.833214,0,-0.538462,-0.25,-0.947368,-1,-1,-1,-1,0,-0.82,-1
-1,1,-0.478797,-0.779643,0,0.076923,-0.25,-0.824561,-1,1,-0.940299,1,0,-0.84,-0.99918
-1,1,-0.46406,-0.964286,0,0.076923,0,-0.941404,1,-1,-1,1,-1,-0.68,-1
-1,1,-0.932331,-0.776786,0,0.230769,-0.25,-0.994035,-1,1,-0.970149,-1,0,-1,-0.99988
1,1,-0.593985,-0.881071,0,0.846154,0.75,-0.643158,1,1,-0.731343,-1,0,-0.601,-0.98346
-1,1,-0.656541,-0.785714,0,0.076923,-0.25,-0.912281,-1,1,-0.970149,-1,0,-1,-0.99956
1,1,0.62406,-0.607143,0,0.384615,1,-0.087719,1,1,-0.970149,1,0,-1,-1
1,-1,-0.847218,-0.321429,0,0.230769,-0.25,-0.885965,1,1,-0.820896,1,0,-0.96,-0.988
-1,-1,-0.593985,-0.979286,0,-0.076923,0.75,-0.991228,-1,1,-0.970149,1,0,-0.728,-0.99784
-1,-1,-0.824662,-0.9525,-1,0.076923,-0.25,-0.929825,-1,1,-0.970149,-1,0,1,-0.99996
-1,1,-0.488722,-0.886786,0,-0.846154,-0.25,-0.958947,-1,-1,-1,1,-1,-1,-1
-1,-1,0.097744,-0.940357,0,-0.230769,-0.25,-0.964912,-1,-1,-1,1,0,-0.76,-0.99766
-1,1,-0.478797,-0.892857,-1,0.230769,-0.25,-0.997193,-1,-1,-1,-1,-1,-0.84,-1
1,1,0.137744,0.071429,0,0.076923,-0.25,-0.403509,1,1,-0.731343,-1,0,-1,-1
-1,-1,-0.313383,-0.979286,0,-1,-1,-1,-1,1,-0.701493,-1,0,-0.8,-0.99964
1,1,-0.403609,-0.803571,0,-0.076923,-0.25,-0.701754,1,1,-0.820896,-1,0,-0.796,-1
1,-1,-0.787068,-0.785714,0,-0.230769,-0.25,-0.997193,1,-1,-1,-1,0,-0.9,-1
-1,1,-0.325714,0.294643,0,0.230769,-0.25,-0.994035,-1,-1,-1,-1,0,-0.68,-0.92896
-1,1,0.112782,-0.958214,0,-1,-1,-1,-1,-1,-1,-1,0,-0.855,-1
-1,-1,-0.704361,-0.940714,0,0.538462,-0.25,-0.970877,-1,1,-0.970149,1,0,-0.8,-0.99978
1,1,-0.35579,-0.678571,0,1,0.75,-0.596491,-1,-1,-1,1,-1,-0.289,-1
1,-1,0.343459,0.5,0,-0.692308,0,-0.298246,1,1,-0.61194,-1,0,-1,-0.866
1,1,-0.56391,-0.9375,0,-0.076923,-0.25,-0.932632,1,1,-0.910448,1,0,-0.604,-1
-1,1,-0.46406,-0.955357,0,-0.538462,-0.25,-0.982456,-1,-1,-1,-1,0,-0.62,-0.9598
-1,-1,-0.458647,-0.785714,-1,-0.384615,-0.5,-1,-1,-1,-1,-1,0,-0.84,-0.9996
1,1,-0.829474,-0.535714,0,0.230769,0.75,-0.897544,1,1,-0.791045,-1,0,-0.92,-0.94092
1,1,-0.238195,-0.571429,0,-0.076923,-0.25,-0.909474,1,1,-0.850746,1,0,-0.892,-0.97806
-1,1,-0.89985,-0.765,0,-0.692308,-0.25,-0.976491,-1,-1,-1,1,0,-0.86,-0.99996
-1,1,-0.065263,-0.5,-1,0.076923,-0.25,-0.885965,-1,-1,-1,-1,0,-0.84,-0.99996
-1,1,-0.924812,-1,-1,-0.230769,-0.25,-0.982456,-1,-1,-1,-1,0,-0.94,-1
1,-1,-0.175338,-0.535714,0,0.538462,-0.25,-0.964912,1,1,-0.910448,1,0,-0.855,-1
1,1,-0.543759,0.071429,0,0.076923,0.75,-0.625614,1,1,-0.671642,-1,0,-1,-0.95434
-1,-1,-0.626466,-0.857143,0,-0.384615,-0.5,-1,-1,-1,-1,1,0,-0.724,-0.99998
1,1,-0.253233,-0.761786,0,0.230769,-0.25,-0.719298,1,1,-0.58209,-1,0,-0.617,-0.97312
1,1,-0.656541,-0.571429,0,0.076923,-0.25,-0.929825,1,1,-0.910448,-1,0,-1,-1
1,-1,-0.566316,-0.973214,0,0.538462,-0.25,-0.958947,1,1,-0.880597,-1,0,-0.92,-1
1,1,0.794586,0.267857,0,-1,-1,-1,1,-1,-1,1,0,-1,-1
-1,1,-0.736842,-0.178571,-1,-0.076923,-0.25,-0.894737,-1,-1,-1,1,0,-1,-0.92
-1,-1,-0.596391,-0.910714,0,-1,-1,-1,-1,1,-0.970149,-1,0,-0.908,-0.994
1,-1,-0.836993,-0.386786,0,0.846154,0.75,-0.947368,1,1,-0.791045,-1,0,-0.904,-1
1,-1,-0.644211,-1,0,0.076923,-0.25,-1,-1,-1,-1,-1,1,-0.816,-1
-1,1,-0.46406,-0.997143,-1,-0.846154,-0.25,-0.701754,-1,-1,-1,1,0,-0.54,-1
-1,-1,-0.736842,-0.392857,0,0.538462,-0.25,-0.877193,1,1,-0.701493,-1,0,-0.92,-0.9802
-1,-1,-0.724211,-0.910714,0,0.538462,-0.25,-0.982456,-1,-1,-1,1,0,-0.88,-0.98382
-1,1,-0.714286,-0.098214,0,0.076923,-0.25,-0.991228,-1,1,-0.940299,-1,0,-1,-0.88896
-1,-1,-0.526316,-0.9225,-1,1,-0.25,-0.929825,-1,-1,-1,-1,0,-0.72,-0.99974
-1,-1,-0.451128,-0.571429,0,-0.846154,-0.25,-0.912281,-1,-1,-1,-1,0,-0.728,-1
1,1,-0.601504,-0.892857,-1,0.230769,-0.25,-0.973684,1,-1,-1,1,0,-0.74,-0.9787
-1,1,-0.832181,-0.220357,0,0.076923,0,-0.958947,-1,1,-0.940299,1,0,-0.8,-0.99986
-1,1,-0.338346,-0.8275,0,0.230769,-0.25,-0.991228,-1,1,-0.940299,-1,0,-0.78,-0.99998
-1,1,-0.847218,-1,0,0.538462,-0.25,-0.953333,-1,-1,-1,-1,0,-0.84,-0.99998
1,-1,-0.548872,-0.732143,0,0.076923,-0.25,-0.92386,1,1,-0.970149,1,0,-0.629,-1
1,1,-0.378346,-0.696429,0,-0.692308,0,-0.77193,1,1,-0.940299,-1,0,-0.726,-0.9878
-1,-1,-0.413534,-0.785714,-1,-0.230769,-0.25,-0.859649,-1,-1,-1,-1,0,-0.82,-1
1,1,0.20812,-0.3125,0,0.384615,-0.25,-0.39193,1,1,-0.850746,-1,0,-1,-1
-1,1,-0.654135,-0.928571,0,-0.230769,-0.25,-0.964912,-1,-1,-1,-1,0,-0.8,-1
-1,1,-0.438496,-0.845357,-1,-0.538462,-1,-1,-1,-1,-1,-1,0,-0.88,-1
-1,-1,-0.779549,-0.642857,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
1,-1,0.285714,0.142857,0,-0.384615,-1,-1,1,1,-0.552239,-1,0,-1,-0.99506
1,1,-0.443609,-0.988214,-1,0.076923,0.75,-0.77193,1,1,-0.970149,1,0,-0.568,-0.84
1,-1,-0.796993,-0.154643,0,0.076923,0.75,-0.578947,1,-1,-1,-1,0,-0.66,-1
-1,-1,-0.503759,-0.607143,0,-0.538462,-0.25,-0.614035,-1,-1,-1,1,-1,-0.9,-1
-1,-1,-0.674286,-0.952143,0,-0.230769,0.75,-0.877193,1,-1,-1,-1,0,-0.6,-1
1,1,-0.716692,-0.205357,0,1,0.75,-0.967719,1,1,-0.970149,-1,0,-0.9,-1
-1,-1,-0.46406,-0.196429,0,-1,-1,-1,-1,-1,-1,-1,0,-0.816,-0.896
1,-1,-0.441203,-0.961429,0,0.846154,-0.25,-0.997193,1,-1,-1,-1,0,-0.56,-0.77646
1,1,-0.694135,-0.892857,0,-0.846154,0.75,-0.868421,1,1,-0.820896,-1,0,-0.8,-0.99346
1,1,-0.308271,-0.991071,-1,0.076923,-0.25,-0.894737,-1,-1,-1,1,0,-0.768,-0.99774
-1,1,-0.516391,-0.910714,-1,-0.538462,-0.25,-0.982456,-1,-1,-1,-1,0,-0.776,-1
1,-1,-0.689323,-0.964286,0,0.538462,0.75,-0.912281,1,1,-0.970149,-1,0,-1,-0.98644
-1,1,-0.776842,-0.982143,-1,0.076923,0.75,-0.982456,-1,-1,-1,-1,0,-0.72,-0.99592
-1,1,-0.468571,0.107143,0,0.076923,-0.25,-0.964912,1,-1,-1,-1,0,-0.88,-1
1,1,-0.726917,-0.785714,0,-0.076923,-0.25,-0.909474,1,1,-0.970149,-1,0,-0.74,-0.984
-1,1,-0.285714,-0.875,-1,0.076923,0,-0.982456,1,-1,-1,1,0,-0.836,-0.992
-1,-1,-0.666767,-0.678571,0,0.230769,-0.25,-0.929825,-1,-1,-1,1,0,-0.64,-0.99988
-1,1,-0.320902,-0.729286,0,0.230769,-0.25,-0.918246,1,-1,-1,1,0,-0.8,-1
1,-1,0.007519,-0.946429,0,0.538462,0.75,-0.807018,1,1,-0.970149,-1,0,-0.667,-0.98216
-1,1,-0.448722,-0.714286,-1,0.846154,-0.25,-0.894737,-1,-1,-1,1,0,-0.88,-1
-1,-1,-0.493835,-0.238214,0,0.538462,0.75,-0.994035,-1,1,-0.641791,1,0,-0.871,-0.99994
1,1,-0.576541,-0.89,0,0.230769,-0.25,-0.736842,1,1,-0.850746,1,0,-0.9,-0.99994
-1,1,0.235489,0.107143,0,0.384615,1,-1,1,1,-0.402985,-1,0,-0.848,-0.9974
1,1,-0.929925,-0.946429,0,0.076923,-0.25,-0.877193,1,1,-0.850746,1,0,-0.648,-0.9862
-1,1,-0.674286,-0.107143,0,0.230769,-0.25,-0.938597,1,-1,-1,1,0,-0.74,-1
1,1,-0.430978,-0.607143,0,0.538462,0.75,-0.614035,1,1,-0.641791,1,0,-0.592,-0.98
1,1,-0.506165,-0.964286,0,0.076923,-0.25,-0.877193,1,1,-0.671642,-1,0,-0.968,-0.9892
-1,1,-0.744361,-0.967143,0,-0.538462,-0.25,-0.991228,-1,-1,-1,1,0,-0.72,-0.9989
1,1,-0.157895,-0.931429,0,1,-0.25,-0.824561,1,-1,-1,-1,0,-0.49,-0.988
-1,1,-0.310677,-0.857143,0,-0.692308,-0.25,-0.982456,-1,-1,-1,1,0,-0.779,-1
-1,1,-0.636692,-0.083214,0,0.846154,-0.25,-0.964912,-1,-1,-1,-1,0,-1,-0.99996
1,1,-0.513684,-0.868929,0,0.076923,0.75,-0.69579,1,-1,-1,-1,0,-0.74,-0.996
-1,1,-0.809624,-0.982143,0,0.538462,-0.25,-0.991228,-1,-1,-1,-1,0,-0.8,-1
1,1,-0.821955,-0.973214,0,0.538462,-0.25,-0.859649,1,1,-0.940299,1,0,-0.92,-1
1,1,0.132932,-0.997143,0,1,0.75,-0.997193,1,-1,-1,-1,0,-1,-0.94
-1,1,0.473684,-0.5,0,0.384615,1,-1,-1,-1,-1,-1,0,-1,-0.99976
-1,1,-0.193083,-0.765,0,-0.076923,-0.25,-0.754386,-1,-1,-1,1,-1,-0.6,-1
-1,-1,-0.922406,-0.985,0,-0.230769,-0.25,-0.991228,-1,-1,-1,-1,0,-0.8,-0.99998
-1,1,-0.526316,-0.958571,0,0.230769,-0.25,-0.979649,-1,1,-0.970149,-1,0,-0.66,-0.94394
-1,1,-0.390977,-0.678571,0,-0.230769,-0.25,-0.929825,1,-1,-1,1,0,-0.76,-1
1,-1,0.739248,-1,0,0.076923,-0.25,-1,-1,-1,-1,-1,1,-0.816,-1
1,1,-0.150376,-0.985357,0,-0.692308,0.75,-0.640351,1,-1,-1,-1,0,-0.6,-1
-1,-1,-0.736842,-0.214286,-1,0.538462,-0.25,-0.789474,1,-1,-1,1,0,-0.732,-1
-1,1,-0.679098,-0.857143,0,0.384615,-0.75,-0.988421,-1,1,-0.940299,-1,0,-0.68,-0.974
1,1,-0.080301,-0.964286,0,-0.692308,0.75,-0.649123,1,-1,-1,1,0,-0.68,-1
1,-1,-0.721805,-0.160714,0,1,0.75,-0.964912,1,1,-0.940299,1,0,-0.7,-0.98898
-1,1,-0.378346,-0.904643,0,-0.692308,0,-0.991228,-1,-1,-1,1,0,-0.56,-0.91
1,1,-0.719399,-0.178571,0,-0.692308,-0.25,-0.754386,1,1,-0.731343,-1,0,-0.944,-0.98516
-1,1,-0.633985,-0.9375,0,-0.538462,-0.25,-0.973684,-1,1,-0.940299,1,0,-0.826,-0.99994
1,-1,-0.884812,-0.357143,0,-0.230769,-0.25,-0.903509,1,-1,-1,1,0,-1,-1
-1,1,-0.799399,-0.9225,0,0.538462,-0.25,-0.894737,-1,-1,-1,-1,0,-0.892,-0.99986
1,1,-0.461053,0.154643,0,-0.846154,-0.25,-0.789474,1,1,-0.731343,-1,0,-0.75,-0.9854
-1,-1,0.318196,-0.857143,0,-1,-1,-0.54386,-1,1,-0.970149,-1,0,-1,-0.9998
1,1,0.381053,-0.89,0,0.538462,-0.25,-0.991228,1,-1,-1,1,0,-0.74,-1
1,-1,0.546466,0,0,-1,-1,-1,1,1,-0.671642,1,0,-1,-0.972
-1,1,-0.508872,-0.925714,-1,-0.692308,0,-0.964912,1,1,-0.701493,1,0,-0.868,-0.99944
1,1,0.047519,-0.535714,0,0.538462,0.75,-0.578947,1,-1,-1,1,0,-0.65,-1
-1,-1,-0.704361,-0.178571,-1,-0.538462,0.75,-0.789474,-1,-1,-1,1,0,-0.98,-0.99968
1,1,-0.806917,-0.339286,0,0.076923,-0.25,-0.883158,1,1,-0.910448,1,0,-0.96,-0.99944
1,1,0.035188,-0.455357,0,0.230769,0.75,0.087719,1,1,-0.641791,-1,0,-1,-0.9842
1,1,-0.714286,-0.892857,0,0.538462,-0.25,-0.833333,1,1,-0.910448,1,0,-1,-0.98836
-1,1,-0.443609,0,-1,-1,-1,-1,-1,1,-0.940299,-1,0,-0.84,-0.99998
-1,1,-0.403609,-0.976071,-1,0.846154,-0.25,-0.994035,-1,-1,-1,-1,0,-0.82,-1
-1,1,-0.704361,-0.967143,-1,0.230769,-0.25,-0.81579,1,1,-0.820896,1,0,-0.792,-0.99306
-1,1,-0.904662,-0.976071,-1,-0.538462,-0.25,-0.979649,-1,-1,-1,-1,-1,-0.8,-1
-1,-1,-0.787068,-0.392857,0,0.076923,-0.25,-0.988421,-1,-1,-1,-1,0,-1,-0.99298
1,-1,0.408421,0.178571,0,0.538462,-0.25,-0.22807,1,-1,-1,1,0,-0.979,-0.78878
-1,1,-0.46406,-0.642857,-1,-0.230769,-0.25,-0.403509,1,-1,-1,-1,0,-1,-1
1,-1,-0.661654,-0.119286,0,0.846154,0.75,-0.754386,1,1,-0.820896,-1,0,-0.6,-0.99084
-1,1,-0.766917,-0.303571,0,0.076923,-0.25,-0.982456,1,-1,-1,-1,0,-0.86,-1
-1,1,-0.799399,-1,0,0.076923,-0.25,-1,-1,-1,-1,-1,1,-0.816,-1
-1,-1,-0.654135,-0.035714,-1,-1,-1,-0.859649,-1,1,-0.970149,1,0,-0.8,-0.99998
1,1,-0.125414,-0.669643,0,0.538462,-0.25,-0.678597,1,-1,-1,-1,-1,-1,-1
1,1,-0.611429,-0.875,-1,0.076923,-0.25,-0.929825,1,1,-0.850746,1,0,-0.84,-0.88446
1,1,0.325714,-0.497143,0,-0.076923,-0.25,-0.017544,1,1,-0.820896,1,0,-0.64,-0.97336
1,1,0.268271,-0.178571,0,-1,-1,-0.649123,1,1,-0.850746,-1,0,-1,-0.82298
1,1,0.130226,-0.285714,0,-0.692308,0,-1,1,1,-0.671642,-1,0,-1,-0.97502
