"V1","V2","V3","V4","V5","Class"
0.004623,1.79872,-1.27382,-0.124975,-0.528104,1
-0.569083,-0.059004,2.02314,-1.417147,-0.136583,1
1.889189,-0.198161,-1.113474,-0.244192,0.180253,1
-1.066583,-0.260483,0.681668,-1.294204,-0.670752,1
2.255428,-1.166675,-0.655144,-0.25763,-0.245637,1
-0.478384,-0.817528,0.996829,0.988535,-1.721828,2
-0.721004,-0.784219,0.749215,0.292877,2.097909,2
-0.803861,-0.340747,-0.062577,1.612854,-1.889421,2
0.209406,0.662146,-1.288704,-1.068463,0.640368,2
-0.534785,-0.669536,1.372254,1.299358,2.690226,2
-0.774318,-0.853812,0.178068,1.592993,-1.077558,1
-0.631184,-0.211556,2.153231,-1.364456,-0.136583,1
2.464632,-0.269272,-0.035627,-0.68567,-0.266613,1
0.393959,1.557843,-1.287216,0.379287,0.82262,1
-0.471986,0.381647,0.68639,0.2168,-0.931391,1
-0.551584,1.526729,-1.558227,-1.124843,2.227092,1
0.012736,0.838561,-1.323611,-0.732675,-0.136583,1
-0.784892,-1.090759,-0.33122,-1.431357,-0.136583,1
-1.058564,-0.822349,0.452683,2.421008,-1.873837,1
-0.472713,0.663591,0.362714,0.04476,-0.591618,1
1.2548,-0.71782,-0.603125,-0.327695,-0.261478,1
-0.564541,-0.455093,0.151654,0.608848,1.226509,2
-0.053881,1.049323,-1.516642,-0.807409,0.184177,1
0.443987,0.22328,1.125655,-1.153455,-0.467995,2
0.454805,1.340032,-1.358846,-0.138928,-0.396568,1
-0.100431,1.889172,-1.383866,-0.876183,1.453273,1
-0.799786,-0.904442,0.359915,0.648376,-0.136583,1
-0.696288,-0.375405,0.108093,1.553497,-0.136583,2
0.642279,-0.345356,-0.015551,0.300872,0.427846,2
-0.723934,-0.156706,-0.152743,0.994398,1.306525,2
2.568844,-1.799324,-0.642915,-0.161872,-0.300949,1
-0.803135,-0.837957,0.138536,0.164496,-0.136583,1
-0.693499,-0.770344,-0.066382,2.076364,1.633836,2
-0.718966,-0.689393,0.019598,1.997183,-1.368124,1
-0.783546,-0.760505,0.637332,2.012701,-1.250137,1
0.90738,-0.241002,0.617417,0.514219,1.135795,2
-0.698646,-0.661971,0.339989,0.889242,-1.239406,2
0.619816,1.43556,0.301942,0.216894,-0.455353,1
0.126444,0.713388,0.284566,-0.854259,-0.372623,1
-0.752891,-0.860902,-0.260063,1.084363,-0.136583,2
-0.550405,0.623264,-0.146488,-0.164566,0.1006,1
-0.508272,1.404845,0.160571,-1.216536,-0.136583,1
-0.813247,-1.277001,-0.648425,-1.051572,1.608611,2
0.882855,0.430927,0.016211,-0.000079,0.54837,1
-0.846216,-1.041877,-0.331471,0.226738,-0.136583,2
-0.273113,1.897503,-1.713163,0.153416,-0.493583,1
-0.756534,-0.892007,0.76028,0.755637,-1.903631,1
-0.74565,-0.762621,-0.053728,1.827372,-1.473612,1
-0.845478,-0.958637,-0.013767,2.63815,-0.136583,2
2.873549,-0.971744,-0.27387,0.377844,-0.562799,1
-0.132349,1.349373,-1.2021,-0.726957,-0.351766,1
-0.372044,-0.419853,-1.5388,-1.302001,0.406367,2
-0.487713,0.00125,1.12813,0.637444,1.25167,2
-0.535784,-0.814013,0.641319,0.401786,1.318827,1
2.590364,-1.851106,-0.664349,-0.590408,-0.227808,1
0.380288,0.868418,-0.134428,-0.737473,-0.445929,1
-0.806862,-0.680153,-0.385041,0.445946,2.017509,2
-0.769344,-1.148624,-0.406025,0.844862,2.407019,1
-0.631558,0.409707,0.318626,0.047181,0.41964,1
-0.475342,-0.557045,1.010725,0.770439,-0.136583,2
-0.662786,-0.272116,2.020006,-1.57863,0.925382,1
1.120264,0.365667,-1.052286,-0.645125,0.013684,1
0.831745,0.317539,-1.275623,-0.009881,-1.14073,2
-0.803248,-1.062366,-0.044314,1.34321,-0.136583,1
2.220679,-0.344355,-0.322038,0.070723,0.259831,1
-0.676122,1.394975,-1.414763,0.222427,-0.136583,1
-0.706268,0.059754,1.921879,-1.511991,-0.136583,1
-0.691864,-0.353106,1.79717,-1.521561,1.974356,2
0.996151,0.593913,0.649121,-0.799255,-0.341351,1
1.656788,-0.17741,-0.986547,-0.362983,-0.233357,1
-0.188074,-0.903336,0.050613,2.019932,-1.111509,1
-0.669623,-0.66594,0.201745,1.475408,-0.136583,1
1.749076,-0.911149,-0.638152,-0.367928,0.045303,1
-0.555033,0.167349,1.771009,-1.335506,-0.136583,1
1.780762,-1.146669,-0.671473,-0.295616,-0.247732,1
-0.592582,-0.896234,0.687643,1.628911,2.93134,2
-0.602663,0.646729,-1.130479,-0.673571,-0.301757,1
-0.241988,0.130677,1.655084,-1.387298,-0.580137,2
1.486106,-0.703172,-0.923869,-0.415625,-0.206496,1
-0.766152,-0.440577,0.06121,1.940575,-1.311099,1
1.416678,0.077978,-0.272064,-0.031755,-0.37093,1
-1.034458,-0.880393,0.050815,1.309891,-1.129971,2
0.353202,1.496002,-1.213221,-0.699202,0.336177,1
-0.718133,-0.618257,0.135733,-0.069502,2.063251,2
-1.133148,-1.75777,-1.227866,0.758236,2.775612,2
2.375943,-1.777744,-0.951297,-0.399494,-0.017856,1
-0.486021,0.926382,-1.178817,-0.720743,-0.296355,1
-0.629583,-0.147224,1.4823,0.551374,1.609897,2
0.270125,1.750004,-1.280137,-0.122353,0.938009,1
-0.818482,-1.009832,-0.29652,0.929755,-0.136583,1
-0.639562,-0.034071,2.207314,-1.519879,-0.821002,1
-0.776513,0.027359,0.033599,-0.079464,-0.136583,1
0.190183,1.670385,-1.446638,-0.167336,0.155596,1
0.442135,-0.041967,1.641566,-1.089723,-0.456237,1
0.886069,0.446461,-0.060335,-0.149191,0.482768,1
-0.596048,-0.484528,1.465335,1.429057,2.058439,2
-0.498996,0.218732,2.359945,-1.414338,-0.679977,1
-0.836991,-1.171899,-0.477351,1.237878,3.040578,1
-0.18719,0.305037,0.652049,0.851039,1.863415,2
3.0026,-1.813596,-0.629035,-0.357141,-0.2395,1
1.992586,-1.726542,-0.596585,-0.309733,-0.238302,1
-0.834755,-0.816692,-0.200269,-1.711944,-0.136583,1
-0.526444,0.314014,0.870488,0.767388,1.687465,1
1.445942,0.778859,-1.142872,-0.282519,0.061048,1
-0.385862,1.081306,0.928472,0.227422,-0.540984,1
-0.376662,-0.581124,1.487552,-1.260636,1.115594,2
-0.754724,-1.828733,-1.376281,-1.861573,-1.865957,2
-0.440196,0.684835,-1.173311,-0.212823,-0.303772,1
-0.679712,-0.688139,0.281573,1.171867,-1.17934,2
-0.820575,-0.82809,0.534709,0.710312,-0.136583,1
-0.80826,-0.955123,-0.349451,0.9141,-0.136583,1
-0.73135,-0.869264,-0.044371,2.205738,-1.453272,1
-0.797837,-0.898788,-1.389878,-1.308407,1.229136,1
1.900578,-1.727498,-0.586735,-0.292539,-0.24373,1
0.386751,0.280902,-1.08328,-0.630883,0.012896,1
-0.670851,0.007489,1.647456,-1.157877,-0.136583,1
-0.412191,1.785971,0.594843,0.258769,-0.466484,2
2.571371,-0.464645,-0.987709,-0.376327,-0.027085,1
-0.552065,-0.385501,0.564512,0.813149,0.524481,2
-0.730266,-0.325716,1.809067,0.705354,-1.015482,1
3.235945,-1.85441,-0.981183,-0.40316,-0.229928,1
1.653749,-0.433711,-0.444228,-0.193237,0.828511,1
-1.227432,-2.311798,-2.185418,-1.926003,-1.144055,2
-0.572562,0.037593,0.418353,0.178772,-1.034778,1
0.083236,0.18911,-1.171538,-0.622654,0.018913,1
2.535387,-0.751233,-0.681607,-0.584339,-0.191673,1
-0.589461,-0.47521,1.49357,-1.32771,-0.685722,1
-0.59521,0.93201,-1.255873,-0.157658,0.060714,1
-0.12118,1.71869,-1.358723,-0.85319,1.686093,1
-0.769119,-0.92072,-0.320794,0.476407,-0.136583,1
-0.474235,-0.530124,1.435338,1.931423,-1.140592,1
-0.574846,-0.160466,2.232761,-1.502771,-0.772531,1
-0.693451,0.115144,0.621328,-0.967287,-0.550744,1
-0.234498,0.147774,1.085933,1.178747,-0.764393,2
0.221449,1.430543,-1.264106,0.034341,1.635539,1
-0.126628,1.16485,-0.050773,-0.159399,-0.340229,1
-0.737529,-0.172111,0.146166,1.142653,-0.99688,1
1.416375,-0.031674,-1.04719,-0.371426,-0.246768,1
1.584822,0.018487,-0.330215,0.035605,-0.543065,1
-0.263987,1.407395,-1.20805,-0.718034,0.138475,1
-1.263068,-0.72891,-0.036701,1.686398,-0.136583,2
-0.814771,-0.728361,-0.25249,0.188103,3.790847,1
-0.131071,1.280059,0.869072,-0.974614,-0.436497,1
0.25954,-0.092645,-1.111215,-0.643483,0.022271,1
-0.681099,-0.096945,0.133092,0.395262,-0.136583,2
-1.041685,-1.078025,-0.187047,0.787927,-0.136583,2
-0.575164,-0.532058,1.833315,1.084061,-0.931959,1
-0.427491,1.136861,-1.210119,-0.702598,-0.303139,1
-0.630986,0.086626,1.58086,-1.173697,0.820652,1
-0.690927,-0.495141,2.210242,-1.528728,-0.818245,2
3.116955,-0.623613,-0.528846,-0.853077,-0.551114,1
0.382093,-0.776467,1.028955,0.297173,-0.566829,2
-0.728687,-0.11618,0.975217,-1.245763,-0.136583,1
0.678461,1.705706,0.041045,-0.76999,-0.369839,1
-0.758826,-1.007148,-0.321627,-1.262724,3.002463,1
-0.639234,-0.501382,2.002252,1.098876,1.378029,2
-0.673849,0.695539,-0.114647,-0.141563,-0.328464,1
0.171214,1.203742,-0.159227,1.327806,-0.886135,1
-0.67081,-0.283819,1.541321,-1.52229,-0.136583,1
0.932335,-0.058417,0.736323,0.398406,1.317609,2
-0.533897,1.236572,-1.34014,-0.862823,-0.391422,1
-0.371426,-0.889937,0.724999,1.996631,-1.394735,1
-0.470456,0.307998,2.119981,-1.336255,-0.698135,1
-0.050497,1.129341,-1.419053,-0.744727,0.115036,1
-0.69595,0.073501,1.038885,-1.13244,-0.535164,1
-0.812761,-1.097353,-0.472281,0.596392,3.290344,1
1.210152,1.045868,-1.159572,-0.162124,1.146078,1
-0.743186,-0.943941,-0.228483,0.542963,-0.828783,2
-0.48584,-0.753767,0.963126,0.909379,-0.766683,1
-0.435886,-0.451509,0.764116,0.754562,1.96011,2
0.148982,1.782187,-0.020932,0.570343,-0.525868,1
-0.285943,1.522969,0.818955,0.067425,-0.467029,1
-0.255269,0.625638,0.502929,0.733755,1.845104,1
0.330994,-0.552226,-0.959127,-0.406105,-0.23823,1
1.231742,1.111704,-1.349828,-0.261008,-0.337545,1
2.467706,-1.05959,0.653216,-0.860719,-0.364542,1
-0.788876,-0.806349,0.798392,1.625183,-0.136583,1
-0.780645,-0.726528,0.185257,2.134868,-1.39004,2
-0.473394,1.59891,-0.03729,0.197446,-0.136583,1
2.737546,-0.857446,-0.980901,-0.284544,-0.247686,1
0.236017,0.675881,-1.099622,-0.633119,0.037078,1
2.588221,-0.924435,-0.957056,-0.384284,-0.009482,1
0.022695,-1.175421,1.140729,0.464249,0.607694,2
-0.726738,-0.958037,-0.01063,0.315085,1.180899,2
0.07072,1.154815,0.904807,0.236697,-0.444971,2
-0.799161,-0.888146,0.406283,0.730664,1.297652,1
1.258689,-0.49689,-0.466162,-0.61118,-0.217594,1
0.143454,-0.344386,-1.057134,-0.366085,0.065684,1
-0.418434,-0.056161,-0.298953,-1.12947,-0.136583,2
-0.636351,0.428448,-1.295911,-0.217218,-0.298813,1
-0.767235,-0.31461,-0.277366,0.859274,1.611547,2
0.16288,1.225292,0.467054,-0.037008,-0.442299,2
-0.296598,2.155241,0.482053,0.290148,-0.548222,1
-0.670156,0.383198,1.144944,0.936949,1.814789,1
-0.805781,-0.983719,0.191357,1.953142,-1.518075,2
2.600309,-1.058064,0.44125,-0.779048,-0.313649,1
-0.553105,-0.161794,1.770123,0.978692,-0.849602,1
0.255127,0.466389,0.198731,-0.034358,0.961283,1
-0.451202,-0.679493,1.73897,-1.372071,1.064267,2
0.046469,2.049949,-1.367339,0.537258,-0.543507,1
-0.547862,-0.211579,0.669738,0.891627,1.058352,2
1.914785,-0.281363,-0.985245,-0.358328,0.002667,1
-0.04951,1.123113,-1.444516,-0.758297,0.134742,1
1.967875,-0.952932,0.989319,-0.986188,-0.390644,1
-0.361602,0.874658,-0.102191,-0.157492,0.27588,1
-0.834244,-0.970097,-0.238963,2.025883,-0.136583,1
-1.015841,-0.889328,0.607281,1.659004,-1.167867,1
1.266293,-1.88704,-0.660258,-0.61372,-0.013808,1
0.224127,1.782998,0.311365,0.094683,-0.428909,2
-0.39562,0.894774,-1.204506,-0.224701,-0.309827,1
1.87206,-1.182037,-0.270803,1.058074,-0.818724,1
1.760418,-0.714114,-0.941751,-0.340065,-0.22609,1
-0.247376,-0.790792,0.975163,0.852922,-0.822148,2
-0.059828,0.297505,0.178015,0.088536,0.957706,2
-0.376881,1.975747,-1.583644,0.001433,-0.414258,1
-0.805866,-0.768463,0.078449,0.595489,-1.441145,2
-0.491888,-0.225491,1.098122,1.166218,1.765989,2
-0.704448,-0.882505,-0.145021,0.662924,-0.136583,2
0.336945,-0.090553,-0.448375,-0.614681,-0.002504,1
0.136559,1.080355,1.060896,-0.962535,-0.388009,1
0.072282,0.035772,1.038561,0.878181,1.311499,2
1.202327,-1.187073,-0.903799,-0.378953,-0.264298,1
-0.372139,-1.066345,-0.439489,1.285761,2.246028,2
1.412905,-0.863527,-0.699189,-0.309355,-0.467637,1
1.11068,0.440668,-1.124468,-0.652772,0.045478,1
2.383442,-0.839286,-0.416997,0.703529,-0.58104,1
-0.447543,0.706749,-0.052814,-0.772441,0.084282,1
-0.684355,0.050471,0.636229,-1.095135,-0.551764,1
0.058956,2.539821,-1.540395,-0.808682,-0.377934,1
-0.581642,2.060747,-1.435005,-0.130718,0.193463,1
-0.148865,-0.519594,1.357331,-1.353233,-1.323819,2
-0.331594,1.350842,-1.340552,-0.067381,1.751848,1
2.608111,-1.847595,-0.938287,-0.402705,-0.224582,1
0.025999,1.075819,-1.35413,-0.24147,-0.136583,1
1.970798,-0.122396,-1.087029,-0.609316,-0.136583,1
-0.827163,-0.949714,0.114102,0.543651,-0.136583,2
3.074148,-0.917316,-0.971787,-0.364714,-0.007413,1
-0.223756,2.503279,-1.339101,-0.816039,0.510378,1
0.923951,1.246912,-1.242633,-0.223802,0.147168,1
-0.196874,1.090566,-1.244008,-0.725609,0.178503,1
-0.623375,-0.125298,1.690517,1.101851,-0.136583,1
-0.6674,-0.821777,1.238997,1.435787,-1.173017,1
-0.406244,-0.968129,1.074739,0.432623,0.596787,2
-0.360799,0.758202,0.435512,-0.888687,-0.610195,2
-0.577838,-0.801545,-0.031205,1.090452,-0.136583,2
-0.347276,2.252414,-1.372731,-0.093654,0.893858,1
-0.351649,0.29895,0.889052,1.34596,-0.919548,2
2.991782,-1.871689,-0.636034,-0.359513,-0.241271,1
-0.371011,0.591386,0.494739,0.069897,0.175851,1
-0.477476,-1.069391,1.153178,0.8566,-1.438198,2
-0.529819,1.089144,-1.404216,-0.230338,0.122925,1
-0.84917,-1.114039,-0.361956,1.324843,1.835115,1
0.02246,0.664836,-1.246235,-0.129207,-0.884175,1
-0.654904,0.021707,1.188826,-1.260461,-0.136583,1
-0.694112,-1.015391,-0.39534,1.015238,2.270783,1
-0.607752,-0.826211,-0.262121,0.893661,-1.897725,2
2.690419,-1.113869,0.703009,-0.935657,-0.362721,1
-0.328042,-1.003611,0.914792,0.353786,1.069015,2
0.960388,0.464815,-0.283532,1.250132,-0.812634,1
1.871,-0.358331,-0.972648,-0.355095,0.007743,1
-0.517015,0.950399,-0.16483,-0.110573,-0.360951,1
0.346995,-0.648605,1.566758,-1.368233,0.403089,1
2.400549,-1.088679,-0.614341,-0.395712,0.050337,1
-0.372432,0.79075,1.053927,0.35588,-0.136583,1
0.001876,2.168213,-1.3392,0.560415,-0.540882,1
0.996675,0.593842,0.64951,-0.799335,-0.34047,1
-0.657048,-0.260354,-0.235613,0.46844,-0.136583,2
0.019325,0.169347,-1.107275,-0.922973,3.365271,1
-0.682359,-0.674001,0.184556,2.107976,-1.699262,2
-0.567744,-0.622138,-0.106228,1.1795,2.190157,2
-0.618601,0.396617,0.211014,0.017442,-0.439633,1
-0.88094,-1.208309,-0.562575,0.226283,-0.136583,1
-0.784388,-1.027979,-0.295851,2.185625,-1.585675,1
1.908089,-0.618868,-0.640538,-0.385404,-0.216283,1
-0.024095,0.521673,-1.175666,-0.082769,-0.789561,1
2.05611,-0.925832,-0.969942,-0.595281,0.070003,1
-0.740712,0.111384,1.962703,-1.447269,-0.700016,1
-0.793144,-1.079567,-0.338574,1.141963,-0.136583,1
-1.376619,0.655366,0.262177,-0.94963,-0.620457,1
-0.508327,-0.655455,1.297899,1.594462,2.536253,2
1.405324,-0.255689,-0.362699,0.154482,0.930962,1
-1.086202,-1.720845,-1.236331,-1.174965,-0.136583,1
0.035555,0.466953,-0.325493,-0.267259,-0.136583,1
0.055758,1.446487,-1.162793,-0.697233,-0.332672,1
-0.749319,-0.995182,-0.426201,1.231262,-1.402157,2
-0.210053,-0.754578,0.873708,0.293648,0.719158,2
1.932789,-0.755157,-0.934683,-0.581357,-0.213504,1
-0.769326,-0.509881,1.253542,-1.620641,-0.831599,1
0.309206,-0.577752,-0.991582,-0.402194,0.000701,1
-0.148598,-0.09362,0.972321,0.356139,-0.525769,1
-0.446608,1.532956,0.301337,0.429231,-0.136583,1
2.261274,-0.702203,-0.988885,-0.394903,-0.19901,1
0.278254,0.140935,0.96787,1.110112,-0.907267,2
2.598352,-1.006865,0.531273,-0.875219,-0.335964,1
0.97597,1.179502,-1.230206,-0.216779,0.14335,1
-0.368349,2.743239,-1.44765,0.118003,-0.432053,1
-0.544127,-0.843697,1.51877,0.491294,0.508196,2
-0.464687,-0.465883,1.931312,0.88604,-0.857524,1
-0.596311,-0.477304,1.68211,0.4936,-1.23586,2
-0.661458,-0.921627,-0.148304,1.14485,3.374844,2
0.108288,-0.466953,-0.998307,-0.402194,0.048633,1
-0.50643,0.676727,-0.014823,-0.081812,-0.415622,1
-0.642461,0.50339,1.390343,-1.291471,-0.136583,1
-0.236732,-0.594257,1.544963,-1.186315,-0.536999,2
-0.51783,-0.642724,0.563085,0.53605,0.806825,2
0.05409,-0.109871,0.567775,-0.996606,-0.517997,1
-0.779036,-0.999987,-0.247038,2.154741,-1.583907,1
-0.761914,-0.788006,-0.064172,1.826757,-0.136583,2
0.297293,1.368584,-1.257228,-0.747744,-0.383943,1
0.935049,0.812899,-1.164644,-0.671416,0.109206,1
-0.75926,-0.595819,1.250678,0.735298,-0.136583,1
1.209815,0.735783,-1.276338,-0.281791,-0.521261,1
0.017759,1.759851,-1.201327,-0.704939,-0.345666,1
-1.099968,-0.068933,0.80333,-1.184898,-0.136583,1
0.084302,0.109386,0.967091,0.580182,1.347316,2
-0.22389,0.136987,-1.228613,-0.704819,-0.267013,1
-0.096594,0.896337,-1.182078,-0.276022,0.07644,1
-0.299376,-0.283431,0.953336,-1.039996,1.45772,2
0.500151,2.04754,-1.290786,-0.715742,-0.359568,1
-0.308692,1.569194,0.123245,-1.145227,1.956514,1
2.354027,0.108011,-0.436944,0.351668,-0.414959,1
0.452325,-0.235209,-1.051621,-0.604195,-0.232782,1
-0.672398,0.472429,0.364896,0.00158,-0.421928,1
2.603406,-0.881918,-0.95966,-0.594809,-0.221519,1
-0.334105,-0.969573,0.488028,1.310594,3.298196,2
1.331017,0.184222,-0.537138,-0.321027,-0.273089,1
-0.139689,-0.065338,1.154993,0.509282,1.59963,2
-0.460374,1.434737,0.671467,-0.012892,-0.472799,1
-0.409001,1.56568,-1.318067,-0.799743,-0.347391,1
0.277369,-0.46119,-0.968489,-0.408554,-0.004064,1
-0.638035,-0.726102,0.043966,2.365166,-1.985682,2
0.958374,-0.073539,-0.373866,-0.68684,-0.859366,1
0.999458,0.629751,-1.235723,-0.837728,1.476582,1
1.225244,-0.553395,-0.65343,-0.333326,-0.412078,1
-0.892271,-1.24057,-0.616421,0.105201,-0.136583,1
-0.806377,-0.522366,0.570109,1.623902,-0.136583,1
0.608974,-0.047501,-1.116786,-0.623412,0.012766,1
-0.237595,-0.322266,1.118286,-1.206864,0.560324,2
0.038216,0.465684,1.6569,-1.163126,-0.51627,2
0.193601,1.627956,0.044025,-0.005793,-0.434244,2
-0.832608,-1.061006,-0.336654,1.770124,-1.937404,1
2.021175,-1.763501,-0.600798,-0.264611,-0.301413,1
-0.233437,-0.2849,1.527058,-1.004575,0.789206,1
-0.686429,-0.197902,-1.114236,0.158719,-0.136583,1
-0.198629,-0.592733,1.255789,1.087263,-1.053591,2
-0.752108,-1.06857,-0.152577,1.48146,-2.073083,2
-0.158514,0.1928,-1.210297,-0.712688,-0.582494,1
-0.415743,1.708138,0.128958,0.102868,0.284509,1
1.145103,-0.018067,-1.075813,-0.324118,0.030194,1
-0.576344,1.547679,-1.357429,0.181625,-0.454406,1
-0.66244,-1.075157,-0.057859,2.20811,-0.136583,1
0.388218,0.943854,0.047075,1.119465,-0.778451,1
-0.436217,0.349652,1.559659,-1.160449,-0.752611,2
-0.281671,2.651177,-1.534973,-0.082018,-0.421143,1
0.447655,0.705362,-0.312158,0.304289,1.021074,1
-0.722403,0.08101,-1.721862,-0.894565,0.201176,1
-0.379596,-0.531349,1.398728,-1.409449,0.769267,2
-0.625994,0.517279,-0.109813,-0.16608,-0.33682,1
1.194699,1.122808,-1.232689,-0.688229,-0.34248,1
2.464282,-1.753263,-0.944142,-0.404024,-0.026381,1
-0.714842,-0.690894,0.777115,1.079065,2.848786,2
-0.823893,-0.962105,-1.37791,2.339493,-1.443236,1
-0.548259,0.100057,2.067022,-1.37678,-0.694966,1
0.300112,-1.08576,-1.968168,1.377785,2.020098,2
-0.45261,2.421733,-1.452235,-0.801753,-0.398778,1
0.668947,0.422937,0.993717,-1.038463,-0.411293,2
-0.636204,-0.378024,1.462417,0.83522,-1.003292,1
0.019343,0.985708,-0.265493,-0.136571,-0.496391,1
-0.558833,-0.869662,1.280383,0.982433,0.841033,1
-0.162994,0.909943,0.277553,0.958178,-0.887613,1
0.474415,0.021049,1.751299,-1.134488,-0.470054,1
-0.740196,0.182542,1.843364,-1.414466,-0.136583,1
-0.538817,-0.483936,-2.795869,-1.082716,-0.647474,1
-0.660514,-0.752047,1.988075,1.207333,1.704977,2
-0.850105,-0.87919,-0.525279,0.219355,-0.136583,2
-0.298885,1.941272,-1.294724,-0.781303,0.188484,1
2.398348,-1.077962,-0.530204,-0.315021,-0.269093,1
-0.695168,-0.086864,-0.143845,0.725941,1.91588,2
-0.632004,-0.852111,-0.424263,1.131153,1.184812,2
-0.705676,-0.767686,0.777915,0.281377,-0.136583,2
-0.651989,-0.467709,0.021694,2.059026,-0.136583,2
0.082363,0.788377,0.740484,1.185778,-0.631563,2
-0.610634,-0.495948,0.823548,3.046948,-1.55376,2
1.461384,0.992464,-1.359988,0.253906,-0.530246,1
-0.597258,-0.911184,1.227543,1.261908,2.513895,2
0.203222,-0.06737,1.332154,0.463729,0.606334,2
-0.1637,-0.709092,1.154658,1.677108,1.334004,2
-0.498658,0.591339,0.966897,-1.063328,-0.136583,1
-0.794761,-0.742471,0.795269,0.991083,-0.136583,1
1.530835,-0.440676,-0.974791,-0.37035,0.043651,1
-0.657058,-0.3041,1.449396,-1.704738,-0.771108,1
-0.493243,-0.404921,1.907713,-1.52131,-0.681314,1
0.58544,1.162077,0.353129,0.351402,-0.462245,2
0.01749,-1.042536,0.488017,1.956319,1.782233,2
-0.490104,0.73865,-1.350442,-0.866699,0.372287,1
-0.83723,-0.999447,0.007023,0.440986,-0.136583,2
-0.627732,-0.821652,1.612931,0.691172,2.288608,2
-0.651914,-0.794403,-0.176571,-0.956894,2.549526,1
-0.584468,-0.294464,1.899814,-1.284678,0.693874,2
0.023086,-0.210663,0.614413,-1.911942,2.47498,2
-0.750495,-0.625208,1.099365,0.945699,-1.226677,2
-0.7451,-0.192779,1.155447,-1.145683,-0.136583,1
-0.828361,-1.129264,-0.31759,1.826518,1.865378,1
-0.702419,-1.084268,-0.121495,1.550748,1.653224,2
1.845416,-0.714212,-0.953366,-0.408988,-0.059149,1
-0.619642,-0.376407,1.085706,-1.244829,-0.756908,2
-0.216683,0.50614,-0.324193,-0.718792,-0.321133,1
-0.690881,-0.81286,-0.060288,0.700768,1.505566,2
-0.650668,1.655298,-0.109605,0.388183,-0.136583,1
-0.052448,-0.346691,-1.102959,-0.654478,-0.136583,1
-0.065447,0.491041,-1.238128,-0.676529,0.047073,1
0.729245,0.127258,-1.134193,-0.653878,0.049552,1
-0.156336,2.248114,-1.43681,0.281564,0.540269,2
-0.470431,1.708244,-1.515141,0.490242,1.401267,1
-0.581091,1.908454,-1.288975,-0.771484,-0.377415,1
0.249327,0.591833,-1.105137,-0.676531,-0.282654,1
-0.521675,-0.076183,0.846996,0.361465,-0.960483,1
-0.70316,-0.073539,0.160344,0.906215,-0.953872,1
-0.6418,-0.823401,-0.381017,1.278316,1.094332,2
1.42122,-0.037984,-0.277818,-0.060724,-0.37093,1
0.315192,-0.055021,0.420427,0.04139,0.278083,2
0.206526,0.028722,-0.485679,-0.635624,-0.001082,1
1.612199,-1.918626,-0.965168,-0.616022,-0.249264,1
0.372532,-0.701242,2.166543,-1.26227,-0.557368,2
-1.14318,-1.856598,-1.617432,1.060572,-1.324325,1
-0.641288,1.021005,1.112526,-1.271216,-0.603188,1
-0.273406,1.222566,-0.193555,-0.068869,-0.386547,1
-0.86469,-0.982252,0.403646,1.837604,-0.136583,1
-0.434786,-0.76159,1.549836,0.512114,1.946386,2
-0.767287,-0.775198,0.808365,0.62023,-0.939742,2
-0.251263,1.422435,0.21207,1.10504,-0.763276,2
0.593498,0.181085,0.159706,0.366044,2.092142,2
-0.575923,0.060459,0.210553,-0.875196,0.787086,1
1.296349,-0.435905,-1.176837,0.050706,-0.707611,1
2.264057,-0.746213,-0.656705,-0.367637,-0.240134,1
-0.527475,0.03952,0.134862,0.527339,0.634548,2
-0.091876,1.162664,-1.498177,-0.814762,-0.387651,1
-0.1114,2.223192,-1.381983,-0.144445,-0.47977,1
1.780599,-1.147295,-0.671986,-0.29518,-0.249129,1
-0.681104,0.235523,1.386323,0.775247,1.919215,1
-0.665075,-0.772398,-0.090965,0.745738,1.948696,2
-0.233616,1.836391,-1.505531,0.059381,1.602288,1
-0.629984,0.959881,0.082661,1.236297,-0.855417,2
-0.177967,2.290132,-1.36952,-0.788881,0.468948,1
-0.52079,0.669959,0.430271,-1.053173,-0.136583,1
-0.654845,-1.106432,-0.167056,2.29166,-1.516672,1
-0.24429,0.594383,0.467681,0.635382,2.026491,1
-0.748393,-0.330679,1.84559,-1.379995,-0.136583,1
0.265188,0.950775,0.829566,-0.873141,-0.376742,2
-0.674095,-0.276604,0.628233,-1.199776,-1.063432,1
-0.267927,-0.433327,1.050977,0.668511,-1.104407,1
-0.628988,-0.783497,-0.037786,1.050566,-0.136583,1
2.075534,-0.982805,-0.982394,-0.600811,0.070384,1
-0.341453,1.438462,0.707526,0.280446,-0.136583,1
-0.141622,0.289303,0.258935,-1.038801,2.674244,1
0.485187,0.800491,-1.211004,-0.722754,-0.322462,1
-0.810368,-0.62656,-0.061878,1.476965,-0.136583,1
-0.504561,0.766862,-0.121668,-0.056109,-0.401483,1
-0.563131,-0.650623,-0.191987,1.703937,-1.944144,2
1.611407,-1.036327,-0.92796,-0.416213,-0.053975,1
-0.705717,-0.265935,1.605475,-1.348668,-0.136583,1
-0.642301,0.059401,1.168922,0.429102,-0.730116,1
-0.713929,0.100938,1.142837,0.369351,-0.136583,1
-0.723246,-0.728163,0.285798,0.341657,2.142157,2
-0.67629,-0.946173,0.8905,1.231325,1.065582,1
-0.365106,1.656908,-1.377639,-0.872801,-0.136583,1
